temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality
30.09,69.37,578,1972,1323,-65,13.1,Moderate
32.87,53.89,550,2065,956,-61,11.4,Moderate
28.94,59.51,487,1922,867,-68,12.3,Good
27.97,57.15,500,2078,820,-62,11.5,Good
26.44,49.21,453,2012,971,-60,12.2,Good
28.62,61.48,466,1960,908,-64,13.1,Good
32.08,55.22,489,2136,935,-58,13.2,Good
31.09,51.71,417,1968,882,-61,11.8,Good
27.4,41.49,463,2091,873,-65,12.2,Good
29.66,52.45,462,2048,800,-64,10.0,Good
31.02,55.56,475,1854,899,-53,12.9,Good
28.95,56.63,497,1977,843,-61,12.8,Good
29.0,57.54,474,1972,882,-59,9.1,Good
30.05,57.31,506,2079,835,-64,13.7,Good
32.92,43.25,605,2095,845,-51,10.5,Moderate
29.49,60.1,432,1981,878,-59,13.0,Good
28.71,37.58,472,2126,833,-64,10.7,Good
30.36,59.63,397,1962,882,-58,14.8,Good
28.34,39.05,601,2075,954,-59,12.4,Moderate
32.02,56.82,522,1865,856,-58,9.1,Good
29.56,51.08,611,1920,1132,-61,13.1,Moderate
28.14,44.47,437,2071,934,-55,12.0,Good
27.66,45.26,566,1796,902,-50,9.6,Moderate
30.27,49.78,506,1935,909,-53,11.3,Good
29.4,58.11,485,2240,892,-61,16.3,Good
31.45,46.81,489,2057,892,-68,11.0,Good
27.69,58.78,423,2145,913,-61,11.0,Good
30.25,51.88,406,1855,857,-57,10.8,Good
32.22,53.1,586,2048,971,-62,13.7,Moderate
29.67,47.32,444,2055,864,-55,12.6,Good
28.17,54.23,489,1982,909,-62,12.5,Good
28.37,49.88,467,2085,875,-63,11.0,Good
32.03,56.59,713,1853,1018,-59,9.2,Moderate
26.45,50.9,437,2216,915,-63,9.7,Good
42.65,57.46,881,1906,1192,-55,11.4,Hazardous
31.5,45.53,894,2736,796,-64,13.6,Hazardous
30.03,52.07,632,2005,966,-58,13.1,Moderate
28.5,57.22,483,1981,818,-67,12.5,Good
27.92,59.96,489,2009,937,-55,11.3,Good
30.6,50.52,410,1881,904,-51,12.0,Good
27.53,44.9,512,2044,856,-62,13.0,Good
27.29,46.54,455,1931,934,-62,10.1,Good
27.21,51.7,429,2115,874,-49,11.7,Good
29.75,55.28,439,1995,877,-61,9.4,Good
33.15,58.57,489,1932,919,-55,11.0,Good
29.31,55.0,511,1935,884,-49,11.7,Good
29.29,62.07,489,1852,838,-56,12.6,Good
28.07,75.45,732,2116,1690,-54,13.4,Moderate
29.68,48.2,479,1979,867,-64,12.5,Good
50.14,52.84,958,2174,1157,-64,11.7,Hazardous
28.22,44.42,432,2038,836,-50,12.1,Good
30.58,51.62,499,1963,847,-54,10.7,Good
29.73,61.09,458,1945,896,-65,14.4,Good
26.63,46.2,435,2080,931,-56,11.6,Good
29.51,91.05,769,1927,1178,-56,14.2,Moderate
31.5,49.93,489,2016,974,-58,11.2,Good
28.76,46.53,454,2088,800,-61,13.5,Good
28.86,47.19,400,2199,832,-69,11.1,Good
37.14,56.02,882,2729,846,-67,9.2,Hazardous
31.22,50.73,687,2782,914,-68,12.6,Hazardous
32.15,51.11,484,2002,834,-56,12.5,Good
30.33,46.48,468,2027,949,-52,11.9,Moderate
33.7,58.51,929,3057,917,-47,10.5,Hazardous
26.81,58.67,487,1968,891,-59,14.0,Good
31.4,54.82,523,1877,912,-54,9.5,Good
28.56,50.63,496,1960,879,-58,12.0,Good
26.62,52.04,511,1955,840,-56,12.2,Good
32.17,57.9,624,2128,853,-57,11.3,Moderate
27.32,49.12,447,1828,815,-61,14.1,Good
27.23,52.15,505,2200,881,-59,11.2,Good
28.44,51.19,469,1940,867,-70,12.8,Good
29.56,56.26,508,1973,797,-58,12.2,Good
31.05,53.81,497,1978,966,-61,13.0,Moderate
40.55,50.4,1004,1863,1246,-59,12.5,Hazardous
28.5,58.47,528,1875,890,-44,12.4,Good
29.74,55.77,432,1997,779,-61,10.6,Good
29.95,56.83,512,1809,1078,-62,11.7,Moderate
33.25,50.05,475,1942,845,-63,12.9,Good
25.72,53.37,495,1872,897,-59,14.4,Good
33.31,50.35,654,3087,859,-60,12.7,Hazardous
28.64,49.95,524,2117,875,-71,11.5,Good
30.65,59.21,476,1915,772,-56,10.8,Good
31.03,52.17,586,1888,1085,-62,9.5,Moderate
28.82,46.48,494,2018,853,-69,14.2,Good
29.54,46.02,425,1787,898,-62,16.4,Good
27.51,53.22,455,2061,830,-66,9.3,Good
28.55,69.49,798,2122,1266,-68,11.1,Poor
28.02,50.07,450,2020,884,-64,13.9,Good
27.53,47.91,479,1759,925,-56,9.7,Good
26.78,60.36,447,1916,779,-61,11.7,Good
30.07,54.25,500,1842,913,-59,13.6,Good
28.77,57.3,443,1961,862,-74,14.5,Good
30.9,58.29,614,1976,879,-56,9.2,Moderate
29.24,55.22,472,1824,835,-56,12.2,Good
30.77,54.02,440,1920,874,-71,14.5,Good
29.66,58.22,536,1867,900,-59,9.7,Good
28.1,57.83,419,1850,875,-59,10.9,Good
30.21,51.38,488,1955,952,-64,15.2,Good
30.9,52.63,595,2122,1017,-62,13.5,Moderate
38.43,48.81,809,3186,879,-57,10.5,Hazardous
27.03,49.24,481,2116,896,-60,11.3,Good
30.76,47.48,453,1932,911,-57,12.8,Good
26.63,95.54,664,1996,1199,-59,12.9,Moderate
27.5,50.2,442,1977,848,-59,13.5,Good
31.28,52.81,637,1986,944,-56,10.9,Moderate
30.42,54.55,485,1990,866,-63,12.7,Good
28.27,56.15,504,1878,858,-54,11.0,Good
29.79,52.04,479,2003,899,-65,10.6,Good
31.2,62.5,469,2171,839,-62,14.2,Good
33.19,46.94,579,2120,939,-61,12.7,Moderate
32.34,50.23,591,1972,903,-68,11.3,Moderate
27.57,51.37,451,2074,874,-60,11.1,Good
28.25,54.4,466,2045,903,-61,13.1,Good
43.37,54.41,1009,2027,1179,-62,11.9,Hazardous
29.58,69.5,685,1915,1408,-57,10.2,Poor
29.66,79.42,780,1899,1604,-65,10.1,Moderate
28.84,41.3,465,2132,958,-61,9.9,Good
30.61,48.92,928,2893,882,-62,11.3,Hazardous
24.77,45.45,503,1820,929,-53,12.3,Good
28.06,54.29,522,1973,817,-67,9.5,Good
29.05,49.31,436,2061,771,-64,13.2,Good
27.65,49.72,487,1872,899,-59,13.9,Good
31.59,47.07,463,2095,794,-52,10.3,Good
28.96,55.95,447,2072,984,-54,9.6,Moderate
26.29,50.07,477,2279,891,-51,11.9,Good
33.02,48.57,453,2079,878,-62,13.4,Good
33.57,43.33,685,2966,842,-60,14.4,Hazardous
25.27,50.89,499,1936,872,-63,12.5,Good
33.3,56.64,601,2049,1122,-56,9.5,Moderate
28.42,40.97,511,1865,829,-61,14.1,Good
32.07,49.0,555,2007,1045,-55,12.7,Moderate
27.38,49.98,472,2091,862,-66,12.1,Good
30.38,57.09,452,1938,828,-56,14.2,Good
28.53,54.53,483,1880,897,-64,10.3,Good
31.88,44.8,640,2112,882,-55,10.8,Moderate
27.14,55.04,503,2071,962,-62,13.4,Good
28.84,50.06,509,1950,813,-62,12.9,Good
30.98,45.21,456,1971,865,-59,13.0,Good
28.33,47.37,466,1985,863,-59,12.1,Good
27.25,48.4,553,1896,815,-56,8.9,Good
28.65,42.09,425,2089,914,-62,13.0,Good
28.63,40.49,445,1957,859,-60,13.7,Good
37.39,51.14,833,2737,872,-55,12.1,Hazardous
29.22,49.04,508,1992,979,-57,10.2,Moderate
31.6,53.73,739,1996,1005,-61,11.2,Moderate
32.96,49.98,479,2093,808,-64,14.5,Good
28.32,51.52,523,2043,856,-63,11.1,Good
30.86,52.44,467,2031,845,-54,12.0,Good
27.9,65.29,524,1993,931,-53,11.1,Good
34.74,49.99,834,1855,1222,-66,10.2,Hazardous
27.13,57.7,434,2061,802,-56,11.8,Good
28.15,50.15,465,1965,856,-61,8.9,Good
30.49,46.32,438,2061,885,-61,13.1,Good
29.36,47.02,427,2012,926,-61,10.7,Good
29.29,54.7,506,2047,838,-68,10.6,Good
31.5,52.88,541,2178,981,-56,12.1,Moderate
30.96,44.1,438,2129,893,-47,12.1,Good
33.92,56.48,545,1980,982,-57,12.0,Moderate
31.71,50.89,545,2048,967,-55,10.5,Moderate
26.3,35.73,505,1844,932,-56,11.4,Good
27.35,51.93,440,2065,841,-60,11.8,Good
29.18,60.31,462,2121,889,-52,11.5,Good
24.52,46.55,487,2051,818,-58,12.8,Good
28.95,51.82,454,2104,888,-66,12.3,Good
28.02,52.22,481,1959,855,-62,13.6,Good
24.72,54.59,508,1796,820,-57,14.3,Good
29.6,44.74,485,1732,889,-64,11.3,Good
29.98,56.85,418,2020,838,-55,13.0,Good
31.07,51.21,663,2060,978,-56,8.7,Moderate
27.63,41.35,437,1985,930,-57,12.3,Good
27.3,48.47,459,1972,856,-63,12.2,Good
28.53,44.02,471,1988,806,-62,12.9,Good
27.3,55.11,524,2065,913,-58,11.0,Good
29.57,47.27,483,1987,879,-60,11.6,Good
29.73,49.97,422,1812,877,-62,9.4,Good
30.33,53.23,624,2128,896,-60,12.2,Moderate
29.72,49.55,467,1888,819,-58,10.9,Good
26.33,55.87,475,1912,846,-53,13.4,Good
35.18,56.0,529,2439,823,-61,13.8,Hazardous
29.52,52.45,463,1919,930,-69,11.5,Good
28.5,56.27,507,1977,877,-58,13.6,Good
29.66,53.92,466,2037,870,-59,10.0,Good
27.62,54.35,467,2103,895,-62,11.7,Good
27.09,50.91,450,1912,917,-66,10.6,Good
27.95,50.2,479,2066,894,-69,12.6,Good
31.5,57.44,464,1940,936,-60,12.1,Good
29.11,51.88,445,1961,828,-64,9.3,Good
29.36,51.74,472,2161,839,-58,12.4,Good
30.71,54.19,484,1874,837,-65,8.3,Good
29.6,52.18,477,2133,870,-56,11.5,Good
30.24,62.53,525,1805,868,-59,13.1,Good
28.46,51.99,572,1728,984,-55,12.0,Moderate
29.1,44.37,454,2005,869,-66,10.4,Good
29.44,50.71,497,1922,939,-66,13.6,Good
27.32,40.33,507,1852,894,-54,12.6,Good
31.48,54.94,590,2182,1024,-57,13.1,Moderate
29.1,54.04,503,1888,895,-64,14.8,Good
29.64,52.05,465,1819,829,-60,9.5,Good
28.12,55.86,443,2008,855,-60,14.4,Good
27.85,55.13,487,2048,821,-62,14.2,Good
31.25,52.74,728,2482,836,-63,12.2,Hazardous
27.66,41.45,510,1931,916,-54,10.1,Good
31.63,51.84,477,1936,887,-63,9.0,Good
27.02,51.66,437,1921,904,-58,12.0,Good
31.17,49.7,457,1869,852,-55,13.9,Good
30.44,42.81,496,1963,898,-66,13.8,Good
27.5,43.23,472,2180,976,-59,13.7,Good
32.63,52.98,866,2719,866,-60,13.2,Hazardous
29.35,44.16,461,2046,891,-57,13.2,Good
31.8,49.66,511,2087,859,-60,12.2,Good
30.23,41.59,490,1806,815,-62,10.2,Good
29.98,43.96,526,2000,996,-56,10.6,Moderate
29.58,55.82,429,1968,929,-56,12.7,Good
32.14,49.96,547,1981,1003,-62,12.5,Moderate
27.93,48.97,494,2057,849,-59,12.4,Good
29.77,48.76,483,2032,872,-62,11.0,Good
27.29,58.99,507,2014,925,-61,10.1,Good
26.7,59.8,447,1947,910,-53,10.5,Good
31.21,50.77,515,1843,925,-55,12.8,Good
37.1,48.92,1253,2187,1257,-58,13.5,Hazardous
34.88,47.09,561,1897,904,-46,9.5,Moderate
28.93,57.44,475,1806,913,-70,9.2,Good
29.54,51.14,592,1943,899,-57,13.0,Moderate
28.42,54.9,472,2133,872,-62,12.1,Good
31.46,48.53,570,2052,950,-72,9.5,Moderate
25.56,53.51,494,2070,901,-55,11.1,Good
47.22,48.11,1043,1971,1214,-65,15.0,Hazardous
27.47,59.78,473,1877,873,-61,11.6,Good
28.54,58.81,417,1994,907,-56,13.5,Good
32.03,43.95,479,1864,792,-58,12.9,Good
31.88,53.78,435,2082,923,-58,14.2,Good
28.82,63.9,495,1888,944,-63,12.0,Good
29.73,46.33,484,2110,912,-66,11.0,Good
27.43,46.39,450,1820,868,-70,12.7,Good
28.31,56.99,533,2131,1431,-48,13.0,Moderate
29.81,47.0,476,1998,840,-65,15.8,Good
27.76,54.65,556,1880,1028,-73,12.3,Moderate
28.51,76.01,682,1865,1475,-53,12.4,Poor
29.29,56.31,564,2009,828,-73,13.7,Moderate
29.59,44.52,504,1976,829,-65,12.1,Good
28.1,47.95,507,2013,932,-63,11.6,Good
29.58,47.56,444,1964,929,-65,11.2,Good
29.83,52.4,438,1930,915,-56,10.0,Good
30.3,58.54,471,2042,910,-63,15.5,Good
30.47,54.47,719,2935,915,-52,12.0,Hazardous
29.03,58.05,452,2041,904,-64,11.3,Good
27.47,47.5,512,1908,875,-62,13.8,Good
29.46,50.84,434,2194,839,-56,13.6,Good
28.17,60.64,455,1871,849,-58,12.1,Good
29.71,61.86,483,2060,892,-58,13.4,Good
29.59,50.76,479,1968,882,-57,13.2,Good
27.04,50.27,471,1816,925,-59,12.6,Good
31.05,73.12,674,1922,1360,-61,13.0,Poor
29.51,63.44,460,2078,984,-60,11.6,Moderate
29.81,50.37,434,2020,807,-59,9.9,Good
28.32,53.47,446,1994,809,-56,14.6,Good
33.19,43.1,515,2077,850,-53,11.6,Good
28.25,57.11,470,1894,873,-56,11.1,Moderate
32.17,47.7,460,1963,853,-56,13.4,Good
28.54,51.52,521,1775,877,-50,11.5,Good
28.16,42.17,669,1937,1540,-57,12.4,Moderate
28.1,52.01,438,1949,849,-49,7.8,Good
44.2,60.63,898,2075,1229,-63,8.6,Hazardous
27.81,49.41,487,2070,818,-64,10.9,Good
30.68,45.07,553,1997,1032,-65,11.3,Moderate
35.6,52.83,937,2691,813,-68,13.9,Hazardous
31.89,52.23,505,2030,878,-62,8.6,Good
29.96,51.95,499,1964,917,-60,11.2,Good
27.91,47.52,435,2015,849,-57,9.4,Good
27.32,53.89,452,1851,844,-60,8.5,Good
28.61,51.73,451,2050,874,-61,13.0,Good
29.84,56.45,501,2037,860,-57,13.2,Good
30.26,45.32,479,1932,888,-52,13.4,Moderate
28.04,53.59,432,2095,868,-61,12.0,Good
28.37,50.4,441,2109,896,-47,13.3,Good
28.26,48.67,473,1846,895,-59,12.8,Good
27.28,47.7,443,2071,831,-61,14.2,Good
34.59,46.39,783,2396,870,-63,12.2,Hazardous
28.26,49.26,573,1923,947,-63,12.2,Moderate
29.05,44.86,488,2026,891,-59,10.3,Good
29.0,46.45,462,1962,869,-61,12.2,Good
29.08,46.47,448,2084,851,-64,15.1,Good
31.29,55.62,455,2088,850,-51,11.2,Good
31.08,49.3,430,1769,921,-59,10.1,Good
38.58,45.3,840,2788,927,-57,12.3,Hazardous
30.0,48.43,505,1970,820,-60,14.2,Good
31.46,63.43,638,1838,1420,-59,14.3,Moderate
33.07,54.6,476,2061,898,-60,11.1,Good
29.9,59.1,478,2072,925,-59,12.5,Good
30.22,48.38,471,2012,831,-48,9.9,Good
27.05,46.87,488,2146,868,-47,9.4,Good
30.34,50.98,461,2044,902,-56,13.6,Good
27.47,60.72,787,2010,1466,-59,12.1,Poor
28.33,52.37,505,1865,857,-59,9.2,Good
27.81,52.96,465,1944,887,-51,14.5,Good
27.62,52.78,587,2011,1018,-62,10.7,Moderate
29.43,56.81,504,1994,861,-59,10.3,Good
43.15,50.65,1038,1917,1111,-60,11.6,Hazardous
29.03,49.98,431,2065,943,-55,13.6,Good
32.66,51.36,699,2652,920,-65,12.9,Hazardous
27.67,37.75,486,2205,875,-67,11.0,Good
30.29,56.05,435,2072,931,-50,16.3,Good
27.65,49.04,479,1941,885,-66,11.6,Good
29.21,54.38,505,1834,893,-61,12.2,Good
30.59,42.32,453,2133,865,-66,11.3,Good
29.58,46.13,503,1992,873,-61,13.2,Good
33.49,50.94,551,1966,993,-61,11.3,Moderate
33.36,45.72,623,1968,919,-64,12.2,Moderate
31.02,51.13,510,1981,903,-71,15.6,Good
26.04,53.44,426,2044,886,-64,13.7,Good
30.21,44.92,499,1972,814,-53,15.1,Good
29.14,50.1,451,2163,838,-56,11.2,Good
28.31,49.98,503,2159,895,-63,11.2,Good
27.52,83.7,766,1828,1615,-62,11.9,Poor
29.33,50.24,479,2058,918,-60,14.5,Good
42.19,48.46,1007,2032,1250,-51,15.1,Hazardous
29.22,45.41,467,1918,733,-44,10.8,Good
27.41,51.06,510,1980,857,-53,11.2,Good
29.03,57.24,465,1960,868,-60,9.7,Good
31.85,54.11,394,1871,784,-66,9.5,Good
29.38,51.81,462,2200,878,-60,10.7,Good
27.24,55.85,491,2157,889,-61,12.8,Good
28.88,51.16,522,2118,870,-56,12.5,Good
29.03,61.57,485,1915,828,-64,12.7,Good
28.49,62.14,460,1859,941,-67,9.8,Good
29.73,51.75,462,1934,858,-60,9.9,Good
27.77,52.39,523,2037,847,-61,12.7,Good
29.34,54.89,481,1974,848,-62,10.6,Good
30.65,51.22,526,2042,1023,-56,13.4,Moderate
29.66,75.88,822,1919,1362,-59,12.5,Poor
28.8,76.97,673,1916,1355,-58,11.4,Poor
28.68,59.83,407,2133,856,-62,9.7,Good
29.7,42.87,494,1848,815,-65,10.9,Good
30.41,51.77,484,1967,888,-60,11.6,Good
30.44,48.11,410,1968,930,-53,11.1,Good
29.68,44.25,437,1799,842,-54,11.2,Good
27.04,81.7,595,1898,1251,-59,13.1,Poor
28.59,53.25,489,1821,869,-68,11.8,Good
31.06,47.01,420,2188,824,-67,14.4,Good
29.41,58.42,475,2107,833,-63,8.8,Good
30.46,43.26,478,2167,864,-63,10.6,Good
28.44,57.21,489,1966,842,-52,10.3,Good
29.48,44.47,636,1952,923,-56,9.9,Moderate
27.51,88.67,671,1880,1668,-66,8.5,Moderate
27.43,50.38,478,1948,938,-60,11.9,Good
30.25,46.66,447,2079,810,-54,11.2,Good
28.42,64.3,493,1913,915,-61,14.1,Good
27.49,56.72,474,1897,844,-69,11.9,Good
32.32,56.41,500,2197,885,-60,13.5,Good
27.92,52.69,494,2079,813,-50,11.0,Good
28.6,53.21,444,2086,900,-60,13.3,Good
27.76,49.54,409,1867,942,-51,12.1,Good
31.49,51.2,462,2005,865,-61,13.7,Good
30.55,53.94,440,1864,875,-60,12.1,Good
28.98,42.05,479,1962,882,-57,13.9,Good
29.64,55.85,535,2095,867,-64,11.2,Good
28.11,45.38,456,2087,884,-57,12.6,Good
28.42,47.42,477,1755,862,-61,10.0,Good
27.61,52.51,479,2009,919,-59,9.8,Good
28.12,45.73,481,1988,932,-61,10.7,Good
30.34,55.38,468,2023,916,-56,11.7,Good
48.38,43.47,864,1995,1293,-54,10.4,Hazardous
28.9,52.46,453,1948,881,-55,11.1,Good
27.7,56.15,442,1822,848,-63,11.9,Good
28.57,52.75,474,2019,869,-57,10.8,Good
31.1,52.94,444,2066,958,-63,12.5,Good
27.67,48.88,436,2073,910,-59,10.7,Good
31.38,54.29,436,2098,854,-56,14.1,Good
28.89,59.69,450,1940,889,-62,12.2,Good
26.67,50.39,469,2191,817,-50,13.1,Good
29.86,48.38,507,1902,865,-62,10.5,Good
30.11,43.1,501,2250,851,-50,11.6,Good
33.86,47.81,574,2059,923,-57,12.4,Moderate
29.6,57.64,509,2020,1000,-65,9.4,Moderate
27.68,44.79,484,2138,920,-56,13.0,Good
31.55,71.22,647,1931,1580,-59,14.9,Moderate
28.16,50.24,534,1990,916,-62,13.1,Good
33.61,53.04,412,2001,1039,-57,12.7,Moderate
28.78,54.03,470,1901,779,-57,12.3,Good
28.07,50.67,486,2186,784,-63,11.7,Good
48.63,52.68,909,1980,1175,-54,10.4,Hazardous
32.88,54.1,488,2113,813,-51,8.2,Good
27.85,53.09,464,1998,830,-67,13.1,Good
27.81,55.46,461,2119,910,-58,11.5,Good
30.44,45.36,461,2151,915,-65,10.2,Good
29.76,48.92,518,1922,915,-59,12.4,Good
26.04,53.23,436,1891,892,-57,11.8,Good
28.47,60.24,472,2012,962,-66,13.2,Good
31.5,47.09,449,2038,901,-54,14.4,Good
28.49,56.51,476,2044,886,-68,10.3,Good
29.15,56.36,479,1887,925,-49,12.2,Good
29.77,53.01,485,1988,868,-55,15.5,Good
26.9,59.96,452,1855,895,-51,13.0,Good
31.12,47.63,466,1954,823,-61,13.7,Good
29.85,55.22,474,2052,837,-61,12.3,Good
28.79,50.11,564,2090,886,-61,11.3,Good
28.8,44.15,450,2020,860,-52,9.8,Good
29.2,56.42,531,1930,866,-61,9.1,Good
28.53,55.1,458,1934,920,-62,12.4,Good
30.46,45.52,434,2057,867,-62,13.5,Good
51.07,50.12,1217,1921,1297,-52,9.9,Hazardous
30.4,57.16,462,1984,893,-68,11.5,Good
28.45,86.58,535,1971,1347,-63,11.7,Moderate
29.94,45.25,486,1931,875,-63,8.7,Good
28.97,52.87,451,2182,820,-63,10.3,Good
26.87,47.87,446,1944,828,-63,13.5,Good
35.52,53.07,463,2023,1014,-56,12.8,Moderate
31.18,48.52,518,2236,958,-57,13.0,Moderate
30.25,55.59,466,1942,802,-60,10.6,Good
30.23,49.56,422,1917,909,-57,11.3,Good
29.09,61.89,485,2000,854,-68,13.5,Good
29.2,69.17,696,1871,1427,-59,12.1,Poor
25.99,54.85,486,1851,844,-65,13.3,Good
29.46,55.66,505,2055,854,-62,11.9,Good
29.98,53.61,432,2060,875,-62,12.2,Good
28.23,44.35,465,1955,895,-55,11.2,Good
27.78,50.38,429,2089,880,-60,12.0,Good
29.46,50.45,465,2017,862,-55,13.8,Good
29.76,53.92,440,2038,848,-56,12.8,Good
29.33,45.93,466,2151,892,-50,12.1,Good
30.35,47.07,601,2112,951,-57,11.9,Moderate
33.58,50.23,853,2431,845,-62,12.6,Hazardous
31.45,50.33,423,1981,856,-66,12.9,Good
31.14,48.97,469,1987,869,-57,10.5,Good
30.25,48.1,436,2118,823,-59,13.5,Good
31.28,45.61,571,2019,1033,-64,11.6,Moderate
30.85,58.73,480,2186,975,-53,12.2,Moderate
29.07,58.65,465,1810,1011,-63,13.5,Good
27.81,37.89,461,1994,861,-58,11.6,Good
34.5,51.15,669,2555,858,-61,12.8,Hazardous
29.7,55.99,430,1969,913,-61,12.4,Good
28.3,45.05,440,2018,807,-62,12.1,Good
27.85,54.27,423,2007,876,-61,12.5,Good
27.49,51.87,526,1960,911,-59,10.8,Good
28.56,63.9,471,1876,803,-62,10.3,Good
28.78,55.29,471,2186,895,-55,9.8,Good
27.24,48.88,505,1935,821,-56,15.1,Good
27.6,51.44,467,1921,905,-67,12.3,Good
30.61,59.93,463,1847,875,-60,8.8,Good
27.78,50.24,460,1922,819,-58,12.2,Good
29.58,50.17,631,2009,954,-60,9.1,Moderate
29.1,56.33,458,2238,955,-60,12.3,Good
27.79,71.11,783,1919,1263,-60,11.4,Poor
32.66,53.24,604,2117,958,-68,10.4,Moderate
27.02,63.6,461,1823,957,-66,11.4,Good
28.69,57.2,492,2001,922,-60,11.6,Good
27.52,47.75,470,1760,844,-60,11.7,Good
37.61,56.87,909,1993,1291,-58,12.2,Hazardous
28.72,56.69,424,1850,877,-62,11.1,Good
28.92,55.27,472,1986,917,-66,12.8,Good
26.49,47.81,433,2078,867,-60,10.3,Good
38.0,47.04,1244,1832,1247,-51,11.3,Hazardous
29.75,48.68,484,1952,804,-57,12.0,Good
30.03,55.05,635,2154,938,-68,13.2,Moderate
29.19,50.09,495,1919,871,-58,12.3,Good
30.89,56.95,512,2006,855,-65,10.9,Good
27.48,49.36,478,2091,905,-65,13.0,Good
30.8,56.38,432,2219,841,-55,13.4,Good
27.16,45.83,472,2099,912,-61,14.3,Good
28.01,46.17,481,2146,864,-64,13.2,Good
29.26,50.15,454,2049,856,-57,11.1,Good
29.75,55.52,479,2091,850,-56,12.4,Good
27.79,40.96,482,1967,873,-60,12.9,Good
29.16,52.72,511,1799,843,-55,13.7,Good
29.64,52.89,470,2133,889,-55,13.6,Good
25.31,42.1,449,1957,884,-63,12.0,Good
28.69,62.02,445,1831,914,-63,11.9,Good
26.94,38.0,508,2024,912,-53,10.6,Good
31.98,50.44,486,2108,979,-56,12.5,Moderate
30.68,47.24,453,2028,850,-69,11.2,Good
31.53,52.62,486,2096,787,-65,12.2,Good
33.8,50.86,539,1940,918,-63,14.0,Moderate
33.12,53.13,860,2644,859,-64,14.1,Hazardous
26.93,57.18,466,1973,852,-61,12.3,Good
27.4,65.19,645,2111,1301,-55,11.0,Moderate
28.56,51.73,485,2082,853,-60,10.9,Good
29.13,57.82,498,2145,875,-62,12.9,Good
29.07,47.86,511,1898,1084,-57,12.1,Moderate
44.4,48.55,914,2066,1208,-65,14.2,Hazardous
30.34,48.19,607,1866,1031,-55,14.1,Moderate
32.06,58.83,488,2019,890,-63,11.4,Moderate
29.25,53.24,564,2004,1031,-52,11.2,Moderate
32.0,57.9,418,2037,847,-61,12.5,Good
30.58,53.86,487,1899,938,-63,13.4,Good
28.06,43.38,469,1998,831,-55,11.9,Good
27.79,48.42,507,2224,826,-60,12.5,Good
32.42,48.33,441,1905,918,-63,10.7,Good
35.87,52.46,887,2965,817,-60,12.1,Hazardous
28.79,48.67,437,2150,874,-58,13.7,Good
30.12,48.89,423,2141,848,-61,11.7,Good
28.1,50.48,431,2030,771,-58,14.0,Good
27.16,62.19,502,2047,846,-63,11.9,Good
30.8,45.42,470,2073,907,-56,9.9,Good
27.37,51.88,411,2057,864,-66,11.6,Good
30.51,43.64,567,1959,987,-63,11.2,Moderate
32.45,69.8,735,2002,1579,-58,10.9,Moderate
31.28,46.58,505,2055,873,-66,13.0,Good
31.06,51.54,567,1946,1027,-50,12.5,Moderate
29.24,54.43,491,1912,888,-66,11.0,Good
30.72,60.53,430,1979,881,-74,11.8,Good
27.31,46.49,461,1817,837,-69,12.2,Good
29.16,50.52,469,1909,777,-60,11.6,Good
28.38,52.71,497,2051,936,-63,13.5,Good
28.37,52.97,453,1985,878,-57,12.1,Good
34.49,51.58,602,1987,890,-62,11.2,Moderate
29.26,53.23,499,2077,959,-58,12.5,Moderate
29.66,61.69,452,2038,922,-68,12.4,Good
26.98,53.94,430,1949,973,-51,13.1,Moderate
26.56,54.27,492,2045,945,-58,12.3,Good
26.52,62.1,496,2278,885,-55,11.6,Good
28.94,52.95,468,1892,834,-59,10.4,Good
29.38,46.25,435,1763,863,-52,14.1,Good
29.49,53.13,457,2120,894,-50,9.9,Good
30.36,59.94,602,1939,1056,-55,8.6,Moderate
26.7,44.63,469,1966,872,-62,13.9,Good
29.04,61.53,474,2023,838,-61,12.8,Good
45.68,52.49,944,1890,1196,-54,9.5,Hazardous
52.08,58.95,810,1997,1270,-66,10.3,Hazardous
32.24,51.39,523,1811,920,-67,12.2,Moderate
31.27,59.03,449,1833,844,-55,11.4,Good
28.96,46.93,472,2110,943,-63,13.4,Good
31.59,47.55,489,2111,858,-57,12.9,Good
35.45,45.75,623,1921,940,-64,12.2,Moderate
30.57,62.17,482,1993,806,-63,11.7,Good
28.69,43.16,489,2060,851,-49,9.2,Good
30.87,64.0,492,1970,857,-58,11.3,Good
32.38,52.44,624,2020,1002,-53,14.5,Moderate
27.89,52.87,440,1882,802,-57,12.5,Good
28.51,53.9,471,1925,850,-62,12.4,Good
27.93,52.69,420,2003,932,-63,11.7,Good
30.54,51.71,432,2049,816,-70,13.5,Good
27.9,54.33,456,1967,908,-60,11.0,Good
27.43,48.08,560,1905,978,-59,12.4,Moderate
34.44,49.37,850,2059,1155,-60,14.5,Hazardous
33.46,47.76,536,2037,958,-59,11.2,Moderate
27.01,61.25,487,2162,889,-52,12.6,Good
27.63,52.18,471,1992,888,-57,13.3,Good
30.0,52.87,532,2135,837,-58,9.2,Good
27.69,49.53,479,2122,916,-57,10.4,Good
28.16,45.67,484,1995,861,-54,13.6,Good
29.64,52.1,480,1886,813,-60,10.7,Good
30.41,49.92,423,2167,862,-63,12.7,Good
